VM;Powerstate;Template;SRM Placeholder;Config status;DNS Name;Connection state;Guest state;Heartbeat;Consolidation Needed;PowerOn;Suspend time;Creation date;Change Version;CPUs;Memory;NICs;Disks;Total disk capacity MiB;min Required EVC Mode Key;Latency Sensitivity;EnableUUID;CBT;Primary IP Address;Network #1;Network #2;Network #3;Network #4;Network #5;Network #6;Network #7;Network #8;Num Monitors;Video Ram KiB;Resource pool;Folder ID;Folder;vApp;DAS protection;FT State;FT Role;FT Latency;FT Bandwidth;FT Sec. Latency;Provisioned MiB;In Use MiB;Unshared MiB;HA Restart Priority;HA Isolation Response;HA VM Monitoring;Cluster rule(s);Cluster rule name(s);Boot Required;Boot delay;Boot retry delay;Boot retry enabled;Boot BIOS setup;Reboot PowerOff;EFI Secure boot;Firmware;HW version;HW upgrade status;HW upgrade policy;HW target;Path;Log directory;Snapshot directory;Suspend directory;Annotation;VEEAM_LAST_SUCCESSFUL_BACKUP;Veeam_Backup;Datacenter;Cluster;Host;OS according to the configuration file;OS according to the VMware Tools;VM ID;SMBIOS UUID;VM UUID;VI SDK Server type;VI SDK API Version;VI SDK Server;VI SDK UUID
VICPRDSFTPAPP01;poweredOn;False;False;green;VICPRDSFTPAPP01.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 08:51:14;;2020/06/24 12:07:25;2025/06/14 10:02:06;2;4 096;5;2;256 000;intel-haswell;normal;True;True;10.120.16.43;VIC-E-INF-TIER0-SERVICES;VIC-E-INF-TIER0-PED;VIC-E-INF-TIER0-SERVICES;VIC-E-INF-TIER0-SERVICES;VIC-E-INF-TIER0-PED-3918;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;1 039 972;392 056;380 032;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] a77ec760-4cf7-8ac7-cfab-d4f5ef33bf20/VICPRDSFTPAPP01.vmx;[Vsan_Datastore] a77ec760-4cf7-8ac7-cfab-d4f5ef33bf20/;[Vsan_Datastore] a77ec760-4cf7-8ac7-cfab-d4f5ef33bf20/;[Vsan_Datastore] a77ec760-4cf7-8ac7-cfab-d4f5ef33bf20/;;"Last backup: [15/06/2025 19:01:46]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1242;421a3a69-697b-5e69-061d-1c07d7d78d95;501aca3b-7b4d-1ffa-4b2f-e6ea27a3f15f;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVEEABCK04;poweredOn;False;False;green;VICPRDVEEABCK04;connected;running;green;False;2025/06/11 03:28:26;;2023/05/22 09:30:13;2025/06/15 07:01:54;8;24 576;1;2;460 800;intel-haswell;normal;True;;10.120.16.142;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;1 873 172;672 992;667 512;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 051a6b64-5e93-2cae-c220-d4f5ef42b8b4/VICPRDVEEABCK04.vmx;[Vsan_Datastore] 051a6b64-5e93-2cae-c220-d4f5ef42b8b4/;[Vsan_Datastore] 051a6b64-5e93-2cae-c220-d4f5ef42b8b4/;[Vsan_Datastore] 051a6b64-5e93-2cae-c220-d4f5ef42b8b4/;;;No Backup;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2022 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-81093;421a7300-bcba-11be-0df6-4c98813c63a8;501a198a-994a-597b-6f61-1cf5c413a54b;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVEEAPRX07;poweredOn;False;False;green;VICPRDVEEAPRX07;connected;running;green;False;2025/06/11 03:26:48;;2023/05/22 14:16:15;2025/06/15 22:07:49;10;32 768;1;1;102 400;intel-haswell;normal;True;;10.120.16.143;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;454 420;244 188;222 548;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 0f5d6b64-129e-8b94-47cf-d4f5ef42b5e8/VICPRDVEEAPRX07.vmx;[Vsan_Datastore] 0f5d6b64-129e-8b94-47cf-d4f5ef42b5e8/;[Vsan_Datastore] 0f5d6b64-129e-8b94-47cf-d4f5ef42b5e8/;[Vsan_Datastore] 0f5d6b64-129e-8b94-47cf-d4f5ef42b5e8/;;;No Backup;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2022 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-81109;421ad466-a4c9-4528-1d1d-2eca513c92e0;501aa4b5-615f-fddd-e5d9-40f26dae11d3;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVEEAPRX08;poweredOn;False;False;green;VICPRDVEEAPRX08;connected;running;green;False;2025/06/11 03:27:55;;2023/05/22 14:14:48;2025/06/15 21:59:20;10;32 768;1;1;71 680;intel-haswell;normal;True;;10.120.16.144;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;331 040;215 696;204 060;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] b85c6b64-182a-18ab-6410-d4f5ef42b838/VICPRDVEEAPRX08.vmx;[Vsan_Datastore] b85c6b64-182a-18ab-6410-d4f5ef42b838/;[Vsan_Datastore] b85c6b64-182a-18ab-6410-d4f5ef42b838/;[Vsan_Datastore] b85c6b64-182a-18ab-6410-d4f5ef42b838/;;;No Backup;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2022 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-81108;421ade04-cf89-aae2-1dfc-edd0b27968b5;501acc34-451e-a135-f507-a1fa7476b8e9;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVMWAVCE00;poweredOn;False;False;green;VICPRDVMWAVCE00.vc-ic.grpsc.net;connected;running;green;False;2025/01/09 00:41:50;;2024/08/26 16:10:30;2025/06/14 10:32:02;24;59 392;1;17;4 762 055;intel-haswell;normal;;True;10.120.4.100;VIC-E-INF-TIER0-MGT-VCENTER;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;19 385 688;1 638 368;1 360 568;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;10;none;never;;[Vsan_Datastore] cd8ccc66-500b-e785-ca0c-d4f5ef42b5e8/VICPRDVMWAVCET0.vmx;[Vsan_Datastore] cd8ccc66-500b-e785-ca0c-d4f5ef42b5e8/;[Vsan_Datastore] cd8ccc66-500b-e785-ca0c-d4f5ef42b5e8/;[Vsan_Datastore] cd8ccc66-500b-e785-ca0c-d4f5ef42b5e8/;VMware vCenter Server Appliance;"Last backup: [15/06/2025 19:08:13]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Other 3.x or later Linux (64-bit);VMware Photon OS (64-bit);vm-134508;564d9f5b-dbd1-1d39-7a8e-7e4d9fae6eeb;526fe992-d664-7c88-81bb-ca8d7585579d;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVPAMACM02;poweredOn;False;False;green;VICPRDVPAMACM02;connected;running;green;False;2024/10/31 17:56:07;;2024/08/05 13:05:30;2025/06/14 14:56:04;4;8 192;3;1;102 400;intel-haswell;normal;;True;10.250.254.5;VIC-E-INF-TIER0-754;VIC-E-INF-TIER0-754;VIC-E-INF-TIER0-754;;;;;;1;16 384;/DC-VIC-00/VIC-PRD-00/Resources;group-v60424;/DC-VIC-00/PA3/Bastion;;True;notConfigured;;gray;-1;-1;426 620;101 672;92 760;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;19;none;never;;[Vsan_Datastore] fbb1b066-3805-7390-fcfb-d4f5ef42a9f8/VICPRDVPAMRDS02.vmx;[Vsan_Datastore] fbb1b066-3805-7390-fcfb-d4f5ef42a9f8/;[Vsan_Datastore] fbb1b066-3805-7390-fcfb-d4f5ef42a9f8/;[Vsan_Datastore] fbb1b066-3805-7390-fcfb-d4f5ef42a9f8/;;"Last backup: [15/06/2025 21:37:54]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Debian GNU/Linux 10 (64-bit);Debian GNU/Linux 10 (64-bit);vm-132217;421a13bf-b5f1-7748-8a92-493c76bc73a7;501a6c02-cdce-74b3-0485-eece41f0dee6;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVPAMACM03;poweredOn;False;False;green;VICPRDVPAMACM03;connected;running;green;False;2024/08/05 13:34:48;;2024/08/05 13:17:35;2025/06/14 10:01:37;4;8 192;3;1;102 400;intel-haswell;normal;;True;10.250.254.8;VIC-E-INF-TIER0-754;VIC-E-INF-TIER0-754;VIC-E-INF-TIER0-754;;;;;;1;16 384;/DC-VIC-00/VIC-PRD-00/Resources;group-v60423;/DC-VIC-00/PA4/Bastion;;True;notConfigured;;gray;-1;-1;427 988;93 132;82 852;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;19;none;never;;[Vsan_Datastore] d0b4b066-72fb-31a3-95da-d4f5ef42b8b8/VICPRDVPAMACM03.vmx;[Vsan_Datastore] d0b4b066-72fb-31a3-95da-d4f5ef42b8b8/;[Vsan_Datastore] d0b4b066-72fb-31a3-95da-d4f5ef42b8b8/;[Vsan_Datastore] d0b4b066-72fb-31a3-95da-d4f5ef42b8b8/;;"Last backup: [15/06/2025 19:01:41]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Debian GNU/Linux 10 (64-bit);Debian GNU/Linux 10 (64-bit);vm-132220;421a088e-6e47-a946-c40f-2cffe34ed7e9;501a8594-b948-2115-5ae6-16cff2b091b2;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVPAMRDS01;poweredOn;False;False;green;VICPRDVPAMRDS01.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 03:03:16;;2023/03/31 09:26:42;2025/06/14 13:16:35;4;8 192;1;2;256 000;intel-haswell;normal;True;True;10.250.254.24;VIC-E-INF-TIER0-753;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v60424;/DC-VIC-00/PA3/Bastion;;True;notConfigured;;gray;-1;-1;1 046 080;155 368;141 396;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 0c8a2664-b644-35a9-75c9-d4f5ef42b838/VICPRDVPAMRDS01_Test.vmx;[Vsan_Datastore] 0c8a2664-b644-35a9-75c9-d4f5ef42b838/;[Vsan_Datastore] 0c8a2664-b644-35a9-75c9-d4f5ef42b838/;[Vsan_Datastore] 0c8a2664-b644-35a9-75c9-d4f5ef42b838/;;"Last backup: [15/06/2025 21:37:37]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-76145;421a8e3d-9e01-8769-38b9-fe8045265cef;501a72e9-91a1-35be-243f-35feb604832e;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVPAMRDS02;poweredOn;False;False;green;VICPRDVPAMRDS02;connected;running;green;False;2024/08/05 12:59:49;;2024/03/07 11:57:15;2025/06/14 10:01:38;2;4 096;1;2;122 880;intel-haswell;normal;True;True;10.250.254.25;VIC-E-INF-TIER0-753;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v60423;/DC-VIC-00/PA4/Bastion;;True;notConfigured;;gray;-1;-1;507 924;88 020;75 628;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 2b9de965-5c8a-cf90-7671-d4f5ef42b17c/VICPRDVPAMRDS02.vmx;[Vsan_Datastore] 2b9de965-5c8a-cf90-7671-d4f5ef42b17c/;[Vsan_Datastore] 2b9de965-5c8a-cf90-7671-d4f5ef42b17c/;[Vsan_Datastore] 2b9de965-5c8a-cf90-7671-d4f5ef42b17c/;;"Last backup: [15/06/2025 19:01:40]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2019 (64-bit);vm-111292;421a9737-522a-d8a8-a9b7-5116f7f6a2f2;501a7564-5cc6-89af-eb55-3a68c92ce7a5;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDVULNAPP02;poweredOn;False;False;green;VICPRDVULNAPP02.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 08:35:55;;2024/09/04 10:57:10;2025/06/14 13:18:16;2;16 384;1;1;102 400;intel-haswell;normal;True;True;10.120.16.4;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;434 276;154 208;145 832;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 7920d866-fcef-373d-36e4-d4f5ef42a9f8/VICPRDVULNAPP02.vmx;[Vsan_Datastore] 7920d866-fcef-373d-36e4-d4f5ef42a9f8/;[Vsan_Datastore] 7920d866-fcef-373d-36e4-d4f5ef42a9f8/;[Vsan_Datastore] 7920d866-fcef-373d-36e4-d4f5ef42a9f8/;;"Last backup: [15/06/2025 21:37:19]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-136782;421a132a-cffa-211a-a026-2e430e131a40;501a90df-abce-13ab-f835-a8afcd175833;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDWECSFBE01;poweredOn;False;False;green;vicprdwecsfbe01.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:04:00;;2020/06/25 15:11:51;2025/06/15 07:01:54;8;16 384;1;2;460 800;intel-haswell;normal;True;True;10.120.16.100;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;1 875 284;1 060 508;1 044 724;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 829ac760-def9-5481-aa9b-d4f5ef335d80/VICPRDWECSFBE01.vmx;[Vsan_Datastore] 829ac760-def9-5481-aa9b-d4f5ef335d80/;[Vsan_Datastore] 829ac760-def9-5481-aa9b-d4f5ef335d80/;[Vsan_Datastore] 829ac760-def9-5481-aa9b-d4f5ef335d80/;;"Last backup: [15/06/2025 19:10:34]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1325;421abf95-c6da-7c9d-c058-3c0d2223bacc;501ac414-2f26-2181-40d8-97385a80c14c;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDWSUSFBE02;poweredOn;False;False;green;VICPRDWSUSFBE02.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 03:09:56;;2020/05/20 19:18:42;2025/06/14 14:48:26;2;8 192;1;2;993 280;intel-haswell;normal;True;True;10.120.16.10;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;4 029 360;3 921 484;3 910 132;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;14;none;never;;[Vsan_Datastore] 6d8ec360-5cc3-43a9-7853-d4f5ef335d80/VICPRDWSUSFBE02.vmx;[Vsan_Datastore] 6d8ec360-5cc3-43a9-7853-d4f5ef335d80/;[Vsan_Datastore] 6d8ec360-5cc3-43a9-7853-d4f5ef335d80/;[Vsan_Datastore] 6d8ec360-5cc3-43a9-7853-d4f5ef335d80/;;"Last backup: [15/06/2025 21:28:38]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-170;421a41b4-f68e-02ce-9d54-58c54c123171;501a215f-a263-739f-8645-233c84966145;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
windows2019_div-ootb-2024-03-28;poweredOff;True;False;green;;connected;notRunning;gray;False;;;2024/03/28 11:29:09;2024/09/12 14:31:01;2;4 096;1;1;102 400;;normal;True;;;Not connected;;;;;;;;1;4 096;;group-v1206;/DC-VIC-00/Templates (Windows);;;notConfigured;;gray;-1;-1;414 496;68 104;67 492;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;;True;efi;19;none;never;;[Vsan_Datastore] eedee266-a437-19b0-7c45-d4f5ef42b8b4/windows2019_div-ootb-2024-03-28.vmtx;[Vsan_Datastore] eedee266-a437-19b0-7c45-d4f5ef42b8b4/;[Vsan_Datastore] eedee266-a437-19b0-7c45-d4f5ef42b8b4/;[Vsan_Datastore] eedee266-a437-19b0-7c45-d4f5ef42b8b4/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2016 (64-bit);vm-137663;422f2999-80ee-e8dd-68fd-1714ad03bc6b;502f486c-aab2-823e-e9df-3bd8760193d0;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
windows2022_div-ootb-2024-03-28;poweredOff;True;False;green;;connected;notRunning;gray;False;;;2024/03/28 10:24:13;2024/09/04 10:32:01;2;4 096;1;1;102 400;;normal;True;;;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;4 096;;group-v1206;/DC-VIC-00/Templates (Windows);;;notConfigured;;gray;-1;-1;414 528;67 688;67 044;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;;True;efi;19;none;never;;[Vsan_Datastore] 6f1ad866-c4f1-1ed3-7879-d4f5ef42b208/windows2022_div-ootb-2024-03-28.vmtx;[Vsan_Datastore] 6f1ad866-c4f1-1ed3-7879-d4f5ef42b208/;[Vsan_Datastore] 6f1ad866-c4f1-1ed3-7879-d4f5ef42b208/;[Vsan_Datastore] 6f1ad866-c4f1-1ed3-7879-d4f5ef42b208/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2016 (64-bit);vm-136776;422f4a0d-b605-01e6-3db5-864a44709aa8;502f90cf-7096-4812-ef40-3031572a736e;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
windows2022_vcic-ootb-2024-03-28;poweredOff;True;False;green;;connected;notRunning;gray;False;;;2024/03/28 09:41:38;2025/03/16 15:44:18;2;4 096;1;1;102 400;;normal;True;;;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;4 096;;group-v1206;/DC-VIC-00/Templates (Windows);;;notConfigured;;gray;-1;-1;414 640;67 768;67 060;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;;True;efi;19;none;never;;[Vsan_Datastore] 401ed866-f23e-01fb-7668-d4f5ef42b208/windows2022_vcic-ootb-2024-03-28.vmtx;[Vsan_Datastore] 401ed866-f23e-01fb-7668-d4f5ef42b208/;[Vsan_Datastore] 401ed866-f23e-01fb-7668-d4f5ef42b208/;[Vsan_Datastore] 401ed866-f23e-01fb-7668-d4f5ef42b208/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2016 (64-bit);vm-136779;422f8c6d-6be0-cc90-35df-35ce11647c90;502f6ca1-5353-0e8b-5a52-c912785ba98f;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
